date,price,prev_position,new_position,position_change,trade_value_usd,trade_cost_usd,equity_before,daily_pnl,equity_after_trade,current_dd_pct,peak_equity,regime_trend,regime_volatility,regime_momentum,regime_mean_rev,regime_code,weighted_signal,BBSqueeze_signal,BBSqueeze_conf,BBSqueeze_reason,DonchianBreakout_signal,DonchianBreakout_conf,DonchianBreakout_reason,KeltnerBreakout_signal,KeltnerBreakout_conf,KeltnerBreakout_reason,Ichimoku_signal,Ichimoku_conf,Ichimoku_reason,ParabolicSAR_signal,ParabolicSAR_conf,ParabolicSAR_reason,TrendEnsemble_signal,TrendEnsemble_conf,TrendEnsemble_reason,RORO_signal,RORO_conf,RORO_reason,weight_changes,w_BBSqueeze,w_DonchianBreakout,w_KeltnerBreakout,w_Ichimoku,w_ParabolicSAR,w_TrendEnsemble,w_RORO
2013-03-18,61.42,0.31,0.0,-0.31,105092.39,29.57,339007.72,-230.27,338978.15,33.18,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.27,0,0.2,"No clear signal, momentum=0.67",0,0.3,"Within channel, position=83.6%",0,0.3,"Within Keltner channel, EMA=$61.10",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.36",1,0.6,"Uptrend, SAR=$59.63, EP=$61.87",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=33.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-03-20,61.73,0.0,0.31,0.31,105083.23,29.53,338978.15,0.0,338948.62,33.19,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.31,0,0.2,"No clear signal, momentum=0.94",0,0.3,"Within channel, position=95.1%",0,0.3,"Within Keltner channel, EMA=$61.17",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.31",1,0.6,"Uptrend, SAR=$59.63, EP=$61.87",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-03-21,61.03,0.31,0.0,-0.31,104704.32,29.52,337755.86,-1192.76,337726.34,33.43,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.256,0,0.2,"No clear signal, momentum=-0.00",0,0.3,"Within channel, position=69.5%",0,0.3,"Within Keltner channel, EMA=$61.16",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.31",1,0.6,"Uptrend, SAR=$59.63, EP=$61.87",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.86,"RISK-ON, score=1/7",DD=33.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-03-26,61.73,0.0,0.31,0.31,104695.16,29.42,337726.34,0.0,337696.92,33.44,507376.45,BULL,LOW,DECELERATING,NEUTRAL,BL-N,0.31,0,0.2,"No clear signal, momentum=0.82",0,0.3,"Within channel, position=92.1%",0,0.3,"Within Keltner channel, EMA=$61.27",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.36",1,0.6,"Uptrend, SAR=$60.02, EP=$61.96",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-03-28,61.97,0.31,0.436,0.126,42458.43,11.92,338092.85,258.74,338080.93,33.36,507376.45,BULL,LOW,STEADY,NEUTRAL,BL=N,0.436,0,0.3,"In squeeze, BB width=0.0251",1,0.5,Break above 20d high=$61.96,0,0.3,"Within Keltner channel, EMA=$61.38",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.40",1,0.6,"Uptrend, SAR=$60.08, EP=$62.05",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-01,61.54,0.436,0.31,-0.126,42330.91,11.91,337077.42,-1003.51,337065.52,33.56,507376.45,BULL,LOW,STEADY,NEUTRAL,BL=N,0.31,0,0.3,"In squeeze, BB width=0.0188",0,0.3,"Within channel, position=79.1%",0,0.3,"Within Keltner channel, EMA=$61.40",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.41",1,0.6,"Uptrend, SAR=$60.48, EP=$62.07",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-03,61.46,0.31,0.0,-0.31,104449.36,29.39,336933.43,-955.8,336904.04,33.59,507376.45,BULL,LOW,DECELERATING,NEUTRAL,BL-N,0.256,0,0.3,"In squeeze, BB width=0.0150",0,0.3,"Within channel, position=47.9%",0,0.3,"Within Keltner channel, EMA=$61.46",1,0.8,"Above cloud, TK cross bullish, Tenkan=$61.56",1,0.6,"Uptrend, SAR=$61.02, EP=$62.24",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.86,"RISK-ON, score=1/7",DD=33.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-10,62.91,0.0,0.459,0.459,154668.17,43.23,336904.04,0.0,336860.81,33.6,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.459,0,0.3,"In squeeze, BB width=0.0265",1,0.72,Break above 20d high=$62.24,0,0.3,"Within Keltner channel, EMA=$61.57",1,0.5,"Above cloud, price=$62.91",1,0.6,"Uptrend, SAR=$60.37, EP=$63.04",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-11,62.88,0.459,0.0,-0.459,154617.93,43.22,336794.6,-66.21,336751.38,33.62,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.28,0,0.3,"In squeeze, BB width=0.0322",0,0.3,"Within channel, position=94.0%",0,0.3,"Within Keltner channel, EMA=$61.70",1,0.5,"Above cloud, price=$62.88",1,0.6,"Uptrend, SAR=$60.42, EP=$63.04",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-18,60.35,0.0,-0.348,-0.348,117063.94,33.11,336751.38,0.0,336718.27,33.63,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.348,-1,0.69,"Breakout DOWN, momentum=-2.06",-1,0.5,Break below 20d low=$60.37,0,0.3,"Within Keltner channel, EMA=$61.65",-1,0.5,"Below cloud, price=$60.35",-1,0.6,"Downtrend, SAR=$63.04, EP=$60.09",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=33.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-19,61.18,-0.348,0.0,0.348,116495.12,32.82,335115.08,-1603.19,335082.26,33.95,507376.45,BEAR,NORMAL,DECELERATING,NEUTRAL,DN-N,0.0,0,0.2,"No clear signal, momentum=-0.83",0,0.3,"Within channel, position=36.8%",0,0.3,"Within Keltner channel, EMA=$61.60",0,0.2,"Inside cloud, range=$61.09-$61.57",-1,0.6,"Downtrend, SAR=$62.99, EP=$60.09",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=34.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-29,63.08,0.0,0.407,0.407,136319.27,38.07,335082.26,0.0,335044.19,33.96,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.407,0,0.2,"No clear signal, momentum=1.47",1,0.51,Break above 20d high=$63.04,0,0.3,"Within Keltner channel, EMA=$62.02",1,0.5,"Above cloud, price=$63.08",1,0.6,"Uptrend, SAR=$60.09, EP=$63.32",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-04-30,63.54,0.407,0.564,0.157,52740.69,14.7,336034.3,990.11,336019.6,33.77,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.564,1,0.6,"Breakout UP, momentum=1.79",1,0.54,Break above 20d high=$63.32,0,0.3,"Within Keltner channel, EMA=$62.17",1,0.5,"Above cloud, price=$63.54",1,0.6,"Uptrend, SAR=$60.15, EP=$63.55",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-01,63.24,0.564,0.31,-0.254,85048.58,23.73,335135.64,-883.96,335111.91,33.95,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.31,0,0.2,"No clear signal, momentum=1.28",0,0.3,"Within channel, position=91.2%",0,0.3,"Within Keltner channel, EMA=$62.27",1,0.8,"Above cloud, TK cross bullish, Tenkan=$62.02",1,0.6,"Uptrend, SAR=$60.29, EP=$63.66",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-02,64.04,0.31,0.607,0.297,99958.12,27.8,336425.37,1313.47,336397.58,33.69,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.607,1,0.62,"Breakout UP, momentum=1.87",1,0.56,Break above 20d high=$63.66,0,0.3,"Within Keltner channel, EMA=$62.44",1,0.8,"Above cloud, TK cross bullish, Tenkan=$62.67",1,0.6,"Uptrend, SAR=$60.84, EP=$64.18",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-03,64.8,0.607,0.747,0.14,47418.18,13.14,338804.47,2406.89,338791.33,33.22,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.747,1,0.74,"Breakout UP, momentum=2.21",1,0.59,Break above 20d high=$64.18,1,0.7,"Above Keltner upper=$64.32, ATR=$0.83",1,0.8,"Above cloud, TK cross bullish, Tenkan=$63.41",1,0.6,"Uptrend, SAR=$60.99, EP=$64.99",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-07,65.01,0.747,0.415,-0.332,112784.11,31.23,339633.8,-140.23,339602.57,33.06,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.415,0,0.2,"No clear signal, momentum=1.75",0,0.3,"Within channel, position=97.3%",1,0.7,"Above Keltner upper=$64.70, ATR=$0.80",1,0.8,"Above cloud, TK cross bullish, Tenkan=$63.72",1,0.6,"Uptrend, SAR=$61.02, EP=$65.20",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-08,65.33,0.415,0.688,0.273,92995.66,25.72,340284.19,681.63,340258.48,32.93,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.688,1,0.58,"Breakout UP, momentum=1.74",1,0.51,Break above 20d high=$65.20,1,0.7,"Above Keltner upper=$64.83, ATR=$0.76",1,0.8,"Above cloud, TK cross bullish, Tenkan=$63.81",1,0.6,"Uptrend, SAR=$61.06, EP=$65.38",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-09,65.24,0.688,0.415,-0.273,92900.62,25.7,339936.41,-322.06,339910.71,33.0,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.415,0,0.2,"No clear signal, momentum=1.49",0,0.3,"Within channel, position=97.3%",1,0.7,"Above Keltner upper=$65.04, ATR=$0.77",1,0.8,"Above cloud, TK cross bullish, Tenkan=$64.18",1,0.6,"Uptrend, SAR=$61.11, EP=$65.68",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-10,65.63,0.415,0.544,0.129,43880.89,12.12,340765.51,854.8,340753.39,32.84,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.544,1,0.52,"Breakout UP, momentum=1.55",0,0.3,"Within channel, position=99.2%",1,0.7,"Above Keltner upper=$65.23, ATR=$0.77",1,0.8,"Above cloud, TK cross bullish, Tenkan=$64.30",1,0.6,"Uptrend, SAR=$61.11, EP=$65.68",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-15,66.19,0.544,0.415,-0.129,44081.62,12.15,342324.34,379.29,342312.19,32.53,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.415,0,0.2,"No clear signal, momentum=1.37",0,0.3,"Within channel, position=99.0%",1,0.7,"Above Keltner upper=$65.60, ATR=$0.65",1,0.8,"Above cloud, TK cross bullish, Tenkan=$65.43",1,0.6,"Uptrend, SAR=$61.22, EP=$66.25",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-17,66.76,0.415,0.672,0.257,88424.63,24.31,343528.03,1370.07,343503.72,32.29,507376.45,BULL,LOW,STEADY,OVERBOUGHT,BL=O,0.672,1,0.51,"Breakout UP, momentum=1.54",1,0.52,Break above 20d high=$66.58,1,0.7,"Above Keltner upper=$65.88, ATR=$0.60",1,0.8,"Above cloud, TK cross bullish, Tenkan=$65.78",1,0.6,"Uptrend, SAR=$62.19, EP=$66.78",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-20,66.66,0.672,0.415,-0.257,88330.32,24.29,343161.64,-342.09,343137.34,32.37,507376.45,BULL,LOW,STEADY,OVERBOUGHT,BL=O,0.415,0,0.2,"No clear signal, momentum=1.36",0,0.3,"Within channel, position=97.8%",1,0.7,"Above Keltner upper=$66.03, ATR=$0.58",1,0.8,"Above cloud, TK cross bullish, Tenkan=$65.87",1,0.6,"Uptrend, SAR=$62.75, EP=$66.87",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-22,66.14,0.415,0.31,-0.105,35914.63,9.9,342044.05,-1246.81,342034.16,32.59,507376.45,BULL,LOW,DECELERATING,OVERBOUGHT,BL-O,0.31,0,0.2,"No clear signal, momentum=0.81",0,0.3,"Within channel, position=83.0%",0,0.3,"Within Keltner channel, EMA=$65.15",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.30",1,0.6,"Uptrend, SAR=$63.17, EP=$67.34",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-29,66.07,0.31,0.0,-0.31,105995.67,29.22,341921.53,-502.74,341892.31,32.61,507376.45,BULL,LOW,DECELERATING,NEUTRAL,BL-N,0.27,0,0.2,"No clear signal, momentum=0.46",0,0.3,"Within channel, position=71.3%",0,0.3,"Within Keltner channel, EMA=$65.47",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.36",1,0.6,"Uptrend, SAR=$63.89, EP=$67.34",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=32.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-30,66.42,0.0,0.31,0.31,105986.62,29.18,341892.31,0.0,341863.13,32.62,507376.45,BULL,LOW,STEADY,NEUTRAL,BL=N,0.31,0,0.2,"No clear signal, momentum=0.85",0,0.3,"Within channel, position=78.3%",0,0.3,"Within Keltner channel, EMA=$65.56",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.36",1,0.6,"Uptrend, SAR=$64.04, EP=$67.34",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-05-31,65.81,0.31,0.0,-0.31,105675.4,29.16,340888.39,-974.74,340859.23,32.81,507376.45,BULL,LOW,DECELERATING,NEUTRAL,BL-N,0.256,0,0.2,"No clear signal, momentum=-0.16",0,0.3,"Within channel, position=62.2%",0,0.3,"Within Keltner channel, EMA=$65.58",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.36",1,0.6,"Uptrend, SAR=$65.11, EP=$67.34",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.86,"RISK-ON, score=1/7",DD=32.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-06-21,63.48,0.0,-0.413,-0.413,140805.8,39.25,340859.23,0.0,340819.98,32.82,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.413,-1,0.81,"Breakout DOWN, momentum=-2.43",-1,0.52,Break below 20d low=$63.60,0,0.3,"Within Keltner channel, EMA=$65.14",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$64.59",-1,0.6,"Downtrend, SAR=$66.18, EP=$62.95",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=32.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-06-24,62.85,-0.413,-0.521,-0.108,36884.38,10.31,342219.25,1399.27,342208.94,32.55,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.521,-1,0.83,"Breakout DOWN, momentum=-2.49",-1,0.51,Break below 20d low=$62.95,-1,0.7,"Below Keltner lower=$63.03, ATR=$0.94",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$64.28",-1,0.6,"Downtrend, SAR=$66.05, EP=$62.32",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=32.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-06-25,63.31,-0.521,0.0,0.521,177567.61,49.54,340905.33,-1303.61,340855.79,32.81,507376.45,BEAR,NORMAL,DECELERATING,NEUTRAL,DN-N,-0.08,0,0.2,"No clear signal, momentum=-1.76",0,0.3,"Within channel, position=21.1%",0,0.3,"Within Keltner channel, EMA=$64.76",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$64.28",-1,0.6,"Downtrend, SAR=$65.83, EP=$62.32",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=32.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-09,65.88,0.0,0.31,0.31,105665.3,29.15,340855.79,0.0,340826.64,32.82,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.31,0,0.2,"No clear signal, momentum=1.31",0,0.3,"Within channel, position=90.0%",0,0.3,"Within Keltner channel, EMA=$64.88",1,0.8,"Above cloud, TK cross bullish, Tenkan=$64.82",1,0.6,"Uptrend, SAR=$63.00, EP=$66.02",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-10,66.25,0.31,0.567,0.257,87749.45,24.17,341433.82,607.18,341409.65,32.71,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.567,1,0.52,"Breakout UP, momentum=1.57",1,0.5,Break above 20d high=$66.23,0,0.3,"Within Keltner channel, EMA=$65.02",1,0.8,"Above cloud, TK cross bullish, Tenkan=$65.08",1,0.6,"Uptrend, SAR=$63.06, EP=$66.35",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-11,67.57,0.567,0.78,0.213,73441.09,20.12,345254.44,3844.8,345234.32,31.95,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.78,1,0.78,"Breakout UP, momentum=2.33",1,0.68,Break above 20d high=$66.35,1,0.7,"Above Keltner upper=$67.01, ATR=$0.87",1,0.8,"Above cloud, TK cross bullish, Tenkan=$65.71",1,0.6,"Uptrend, SAR=$63.29, EP=$67.62",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-12,67.87,0.78,0.726,-0.054,18540.22,5.07,346419.16,1184.84,346414.09,31.72,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.726,1,0.72,"Breakout UP, momentum=2.15",1,0.53,Break above 20d high=$67.62,1,0.7,"Above Keltner upper=$67.18, ATR=$0.84",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.11",1,0.6,"Uptrend, SAR=$63.35, EP=$67.91",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-16,67.93,0.726,0.415,-0.311,107876.56,29.52,346648.11,-333.89,346618.6,31.68,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.415,0,0.2,"No clear signal, momentum=1.64",0,0.3,"Within channel, position=97.6%",1,0.7,"Above Keltner upper=$67.53, ATR=$0.79",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.25",1,0.6,"Uptrend, SAR=$63.39, EP=$68.13",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-17,68.1,0.415,0.547,0.132,45649.66,12.48,346981.21,362.61,346968.73,31.61,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.547,1,0.53,"Breakout UP, momentum=1.58",0,0.3,"Within channel, position=99.5%",1,0.7,"Above Keltner upper=$67.71, ATR=$0.77",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.52",1,0.6,"Uptrend, SAR=$63.41, EP=$68.26",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-18,67.93,0.547,0.415,-0.132,45585.28,12.47,346491.88,-476.85,346479.41,31.71,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.415,0,0.2,"No clear signal, momentum=1.33",0,0.3,"Within channel, position=94.4%",1,0.7,"Above Keltner upper=$67.83, ATR=$0.75",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.75",1,0.6,"Uptrend, SAR=$63.41, EP=$68.26",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-19,67.23,0.415,0.31,-0.105,36224.09,9.94,344991.34,-1488.07,344981.4,32.0,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.31,0,0.2,"No clear signal, momentum=0.85",0,0.3,"Within channel, position=82.5%",0,0.3,"Within Keltner channel, EMA=$66.41",1,0.8,"Above cloud, TK cross bullish, Tenkan=$66.87",1,0.6,"Uptrend, SAR=$63.41, EP=$68.26",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-24,67.15,0.31,0.0,-0.31,106905.06,29.34,344855.04,345.14,344825.7,32.03,507376.45,BULL,LOW,DECELERATING,OVERBOUGHT,BL-O,0.27,0,0.2,"No clear signal, momentum=0.58",0,0.3,"Within channel, position=79.1%",0,0.3,"Within Keltner channel, EMA=$66.61",1,0.8,"Above cloud, TK cross bullish, Tenkan=$67.57",1,0.6,"Uptrend, SAR=$64.47, EP=$68.26",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=32.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-07-30,68.17,0.0,0.31,0.31,106895.97,29.22,344825.7,0.0,344796.48,32.04,507376.45,BULL,LOW,STEADY,NEUTRAL,BL=N,0.31,0,0.2,"No clear signal, momentum=1.01",0,0.3,"Within channel, position=97.5%",0,0.3,"Within Keltner channel, EMA=$67.03",1,0.8,"Above cloud, TK cross bullish, Tenkan=$67.67",1,0.6,"Uptrend, SAR=$65.07, EP=$68.45",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=32.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-08-01,68.99,0.31,0.688,0.378,130745.85,35.63,346081.19,1086.87,346045.57,31.79,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.688,1,0.55,"Breakout UP, momentum=1.65",1,0.54,Break above 20d high=$68.69,1,0.7,"Above Keltner upper=$68.53, ATR=$0.60",1,0.8,"Above cloud, TK cross bullish, Tenkan=$67.98",1,0.6,"Uptrend, SAR=$65.56, EP=$69.08",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-08-06,69.0,0.688,0.415,-0.273,94415.25,25.72,346110.26,-1427.64,346084.53,31.78,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.415,0,0.2,"No clear signal, momentum=1.32",0,0.3,"Within channel, position=88.3%",1,0.7,"Above Keltner upper=$69.00, ATR=$0.59",1,0.8,"Above cloud, TK cross bullish, Tenkan=$68.29",1,0.6,"Uptrend, SAR=$66.45, EP=$69.47",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2013-08-07,68.88,0.415,0.31,-0.105,36311.3,9.9,345821.94,-262.59,345812.04,31.84,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.2,"No clear signal, momentum=1.11",0,0.3,"Within channel, position=83.9%",0,0.3,"Within Keltner channel, EMA=$67.92",1,0.8,"Above cloud, TK cross bullish, Tenkan=$68.33",1,0.6,"Uptrend, SAR=$67.35, EP=$69.47",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=31.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
